CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL522892,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,Solubility,8300,nM,5.080921908,Solubility
CHEMBL181326,OCCN(C(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1)c3ccccc3,Solubility,1800,nM,5.744727495,Solubility
CHEMBL2023485,CCc1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)n[nH]1,Solubility,11000,nM,4.958607315,Solubility
CHEMBL383760,CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,Solubility,281800,nM,3.550059011,Solubility
CHEMBL2036589,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,Solubility,2600,nM,5.585026652,Solubility
CHEMBL272980,Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,Solubility,13500,nM,4.869666232,Solubility
CHEMBL341324,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,Solubility,40700,nM,4.390405591,Solubility
CHEMBL255245,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3Cl,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL188705,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(cc4)S(=O)(=O)C)c23)c1,Solubility,2200,nM,5.657577319,Solubility
CHEMBL1706173,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,Solubility,138000,nM,3.860120914,Solubility
CHEMBL372052,C[C@@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,Solubility,309000,nM,3.510041521,Solubility
CHEMBL299763,COc1cc(OC)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,Solubility,400,nM,6.397940009,Solubility
CHEMBL403313,CN(C)S(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,Solubility,4800,nM,5.318758763,Solubility
CHEMBL578235,Cc1cc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(nc1C)c4ccccn4,Solubility,2500,nM,5.602059991,Solubility
CHEMBL48616,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6,Solubility,35500,nM,4.449771647,Solubility
CHEMBL101779,COc1ccc(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)cc1,Solubility,12000,nM,4.920818754,Solubility
CHEMBL354145,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCc5ccnc(c5)C#N,Solubility,10200,nM,4.991399828,Solubility
CHEMBL2326624,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4,Solubility,27500,nM,4.560667306,Solubility
CHEMBL402798,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c12)C(=O)N5CCOCC5,Solubility,2300,nM,5.638272164,Solubility
CHEMBL190660,OC(C(=O)c1cccs1)c2cccs2,Solubility,1071500,nM,2.970007825,Solubility
CHEMBL1200139,CC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,Solubility,1700,nM,5.769551079,Solubility
CHEMBL2177605,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6,Solubility,501200,nM,3.299988938,Solubility
CHEMBL244521,CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2C(C)C)c4ccc(F)cc4)C1,Solubility,537000,nM,3.270025714,Solubility
CHEMBL94191,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,Solubility,117500,nM,3.929962133,Solubility
CHEMBL29611,COc1cc2cc(O)nc(C)c2cc1OC,Solubility,208900,nM,3.68006156,Solubility
CHEMBL1723476,Fc1ccc(NC(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,Solubility,4500,nM,5.346787486,Solubility
CHEMBL73243,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,Solubility,2400,nM,5.619788758,Solubility
CHEMBL2163586,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,144500,nM,3.840132153,Solubility
CHEMBL360425,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,Solubility,660700,nM,3.179995693,Solubility
CHEMBL147149,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](Sc1ccc2N(C)C(=O)CCc2c1)C(=O)NO)C(C)(C)C,Solubility,398100,nM,3.400007822,Solubility
CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Solubility,800,nM,6.096910013,Solubility
CHEMBL281266,O=C1NC(=O)C(Cc2ccc3ccccc3c2)S1,Solubility,251200,nM,3.599980365,Solubility
CHEMBL1079324,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(Nc5ccccc5)nc4n2,Solubility,1400,nM,5.853871964,Solubility
CHEMBL49739,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,Solubility,660700,nM,3.179995693,Solubility
CHEMBL1573297,FC(F)(F)c1nnc2ccc(NCn3nnc4ccccc34)nn12,Solubility,18200,nM,4.739928612,Solubility
CHEMBL1520286,CCC(=O)Nc1c(C#N)c2nc3ccccc3nc2n1c4ccccc4C,Solubility,13500,nM,4.869666232,Solubility
CHEMBL194102,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc4ccccc4)c2)nc1,Solubility,3600,nM,5.443697499,Solubility
CHEMBL402548,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,Solubility,195000,nM,3.709965389,Solubility
CHEMBL2336318,COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)n4ccnc4)N5CCOC[C@@H]5C,Solubility,26300,nM,4.580044252,Solubility
CHEMBL1669157,Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,Solubility,7200,nM,5.142667504,Solubility
CHEMBL20403,COC1(CCOCC1)c2cc(F)cc(OCc3ccc4N(C)C(=O)C=Cc4c3)c2,Solubility,3200,nM,5.494850022,Solubility
CHEMBL585367,Cc1ccc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(C)n1,Solubility,4200,nM,5.37675071,Solubility
CHEMBL2036732,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,Solubility,4600,nM,5.337242168,Solubility
CHEMBL1311211,O=C(CN1CCN(CC1)c2ccccc2)Nc3c(cnn3c4ccccc4)C#N,Solubility,25100,nM,4.600326279,Solubility
CHEMBL75094,CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)c2ccc(Oc3ccncc3)cc2,Solubility,69200,nM,4.159893906,Solubility
CHEMBL2325737,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4,Solubility,46800,nM,4.329754147,Solubility
CHEMBL1916286,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)C2CCCCC2)c3ccccc3)C(C)(C)C,Solubility,398100,nM,3.400007822,Solubility
CHEMBL2153176,CCCSc1ncccc1C(=O)NC2CCC(F)(F)CC2,Solubility,60300,nM,4.219682688,Solubility
CHEMBL249697,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,Solubility,245500,nM,3.609948504,Solubility
CHEMBL15706,COc1cccc2c(O)cc(nc12)c3ccccc3,Solubility,223900,nM,3.649945906,Solubility
CHEMBL1605804,Cc1ccnc2nc(nn12)C(=O)Nc3nccs3,Solubility,338800,nM,3.470056598,Solubility
CHEMBL486232,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,Solubility,17000,nM,4.769551079,Solubility
CHEMBL409494,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(CCC(=O)Nc4ccccc4F)CC3,Solubility,112200,nM,3.950007143,Solubility
CHEMBL2069423,COc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(COCC(F)(F)F)nc4,Solubility,158500,nM,3.799970733,Solubility
CHEMBL526098,Cc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,Solubility,17400,nM,4.759450752,Solubility
CHEMBL79004,Clc1cc(NC(=O)c2cccnc2)c3[nH]c4cnccc4c3c1,Solubility,3900,nM,5.408935393,Solubility
CHEMBL484571,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,Solubility,93300,nM,4.030118356,Solubility
CHEMBL1580660,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl,Solubility,151400,nM,3.819874125,Solubility
CHEMBL394526,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,Solubility,3000,nM,5.522878745,Solubility
CHEMBL588001,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,Solubility,371500,nM,3.430041182,Solubility
CHEMBL16223,Cc1ccc2nc(cc(O)c2c1)c3ccccc3,Solubility,22900,nM,4.640164518,Solubility
CHEMBL1940315,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCCS(=O)(=O)C5)cc3,Solubility,162200,nM,3.78994915,Solubility
CHEMBL1875812,Cc1cc(C)c(N2C(=O)CC(Sc3ccccc3N)C2=O)c(C)c1,Solubility,9300,nM,5.031517051,Solubility
CHEMBL2036736,Clc1ccc(cc1)C(=O)Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,Solubility,17000,nM,4.769551079,Solubility
CHEMBL1967560,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,Solubility,602600,nM,3.219970873,Solubility
CHEMBL75791,Nc1nc(Nc2ccc(Cl)cc2)cc(n1)c3ccccc3,Solubility,2200,nM,5.657577319,Solubility
CHEMBL363659,CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4csc(C)n4,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL1951907,CCN(C1CCN(CCC(C2CCN(CC2)S(=O)(=O)CC)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,457100,nM,3.339988779,Solubility
CHEMBL1560828,CCc1cccc2c(cn(CC(=O)NCCOC)c12)C#N,Solubility,37200,nM,4.42945706,Solubility
CHEMBL402011,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,Solubility,295100,nM,3.530030791,Solubility
CHEMBL427212,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OC[C@@H](O)CN5CCCCC5,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL99689,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,Solubility,1096500,nM,2.959991364,Solubility
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Solubility,37200,nM,4.42945706,Solubility
CHEMBL1485846,Oc1oc(c2ccccc2)c(n1)c3ccccc3,Solubility,107200,nM,3.969805215,Solubility
CHEMBL1200076,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(CCO)c4,Solubility,3100,nM,5.508638306,Solubility
CHEMBL1421,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,Solubility,12000,nM,4.920818754,Solubility
CHEMBL2088095,Cc1cc(CNc2ncc(Br)c(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,Solubility,1700,nM,5.769551079,Solubility
CHEMBL233445,COC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,400,nM,6.397940009,Solubility
CHEMBL1940105,COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(cc4)N(C)C)c3)c2cc1OC,Solubility,85100,nM,4.07007044,Solubility
CHEMBL1079772,Nc1ncnc2sc(nc12)c3c(ncn3C[C@H]4CCCO4)c5ccccc5,Solubility,524800,nM,3.280006174,Solubility
CHEMBL2023487,COc1cc(Oc2ncnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc4cn(C)nc4C,Solubility,1800,nM,5.744727495,Solubility
CHEMBL249927,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,Solubility,2200,nM,5.657577319,Solubility
CHEMBL509406,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,Solubility,275400,nM,3.560036064,Solubility
CHEMBL528154,O=C1CSc2ccccc2N1,Solubility,871000,nM,3.059981845,Solubility
CHEMBL442283,COC1CCN(C1)C(=O)C2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2,Solubility,70800,nM,4.149966742,Solubility
CHEMBL1545465,COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3occc3,Solubility,380200,nM,3.419987887,Solubility
CHEMBL419716,Oc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2,Solubility,3500,nM,5.455931956,Solubility
CHEMBL257478,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,Solubility,63100,nM,4.199970641,Solubility
CHEMBL1824364,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccc(F)cc4)c1,Solubility,5000,nM,5.301029996,Solubility
CHEMBL140642,CC(O)(C(=O)Nc1ccc2c(c1)c3ccccc3S2(=O)=O)C(F)(F)F,Solubility,7600,nM,5.119186408,Solubility
CHEMBL1867535,Clc1ccc2NC(=O)CSc2c1,Solubility,60300,nM,4.219682688,Solubility
CHEMBL2177601,Cc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,Solubility,1202300,nM,2.919987153,Solubility
CHEMBL1626156,OCCNCc1cc(Br)ccc1OCc2ccc(Cl)cc2,Solubility,229100,nM,3.639974911,Solubility
CHEMBL1888044,FC(F)(F)c1nnc2ccc(nn12)N3CCCC3,Solubility,416900,nM,3.379968105,Solubility
CHEMBL1090123,CSc1nc(N)n2nc(nc2n1)c3occc3,Solubility,151400,nM,3.819874125,Solubility
CHEMBL1852688,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2,Solubility,500,nM,6.301029996,Solubility
CHEMBL1163569,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)cc3Cl,Solubility,7800,nM,5.107905397,Solubility
CHEMBL291514,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCCC4,Solubility,20000,nM,4.698970004,Solubility
CHEMBL473967,CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,Solubility,117500,nM,3.929962133,Solubility
CHEMBL2171989,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,Solubility,138000,nM,3.860120914,Solubility
CHEMBL72548,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,Solubility,30900,nM,4.510041521,Solubility
CHEMBL2325736,CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,Solubility,85100,nM,4.07007044,Solubility
CHEMBL534044,COc1cc(cc(OC)c1OC)c2cnc(N)c(c2)c3nc4ccccc4[nH]3,Solubility,500,nM,6.301029996,Solubility
CHEMBL271668,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)NCCO,Solubility,4200,nM,5.37675071,Solubility
CHEMBL1313164,Cc1nc(CSc2ccc(Cl)cc2)cc(n1)N3CCOCC3,Solubility,107200,nM,3.969805215,Solubility
CHEMBL1762529,COc1cc(CO)cc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,Solubility,195000,nM,3.709965389,Solubility
CHEMBL116210,CC(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,Solubility,2100,nM,5.677780705,Solubility
CHEMBL217899,CCc1nn(C2CCCC2)c3c1CCn4c(nnc34)c5cccs5,Solubility,22400,nM,4.649751982,Solubility
CHEMBL1461377,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)NCc3ccccc3,Solubility,10000,nM,5,Solubility
CHEMBL2164677,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NCC#N,Solubility,11700,nM,4.931814138,Solubility
CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,Solubility,151400,nM,3.819874125,Solubility
CHEMBL2094499,COc1ccccc1NC(=O)c2cc3ccccc3cc2O,Solubility,900,nM,6.045757491,Solubility
CHEMBL1824605,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N,Solubility,34700,nM,4.459670525,Solubility
CHEMBL2036593,Clc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,Solubility,1000,nM,6,Solubility
CHEMBL440498,ONC(=O)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,Solubility,125900,nM,3.89997427,Solubility
CHEMBL3144987,CC(C)(C)C1=CC(=O)N(N1)c2ccccc2,Solubility,707900,nM,3.150028088,Solubility
CHEMBL181858,COc1ccc(CNC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,Solubility,53700,nM,4.270025714,Solubility
CHEMBL1270569,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1,Solubility,5900,nM,5.229147988,Solubility
CHEMBL257197,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5nccs5)c3)c12)C(=O)N(C)C,Solubility,29500,nM,4.530177984,Solubility
CHEMBL111660,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,Solubility,8500,nM,5.070581074,Solubility
CHEMBL566277,CCSc1nc2c(N)ncnc2[nH]1,Solubility,436500,nM,3.360015752,Solubility
CHEMBL232829,CNC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,5400,nM,5.26760624,Solubility
CHEMBL381721,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN5CCN(C)CC5,Solubility,1800,nM,5.744727495,Solubility
CHEMBL256576,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,Solubility,95500,nM,4.019996628,Solubility
CHEMBL209522,Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO,Solubility,2000,nM,5.698970004,Solubility
CHEMBL2036742,OC(=O)Cc1cccc(c1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,Solubility,257000,nM,3.590066877,Solubility
CHEMBL96076,COc1ccc(CN2CCc3c(C2)[nH]c4ccccc34)cc1OC,Solubility,51300,nM,4.289882635,Solubility
CHEMBL178457,CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc5OCOc5c4,Solubility,371500,nM,3.430041182,Solubility
CHEMBL2334590,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,Solubility,758600,nM,3.119987162,Solubility
CHEMBL1977402,Cc1cc(c(S)cc1Cl)S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2,Solubility,87100,nM,4.059981845,Solubility
CHEMBL1809077,COc1ccc(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5,Solubility,69200,nM,4.159893906,Solubility
CHEMBL2059909,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2,Solubility,63100,nM,4.199970641,Solubility
CHEMBL468970,Clc1ccc2OCOc2c1Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3,Solubility,30900,nM,4.510041521,Solubility
CHEMBL1598353,O=C(NC1CCCC1)C2CCCN(C2)S(=O)(=O)c3cccc4cccnc34,Solubility,8700,nM,5.060480747,Solubility
CHEMBL2336332,COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CC[C@@H](O)C4)N5CCOC[C@@H]5C,Solubility,12900,nM,4.88941029,Solubility
CHEMBL183492,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4,Solubility,28800,nM,4.540607512,Solubility
CHEMBL134072,OC(=O)c1cc2ccc(F)cc2n1Cc3ccc(Cl)c(Cl)c3,Solubility,182000,nM,3.739928612,Solubility
CHEMBL1809058,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CNCC(C5)O6,Solubility,25100,nM,4.600326279,Solubility
CHEMBL263664,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34,Solubility,338800,nM,3.470056598,Solubility
CHEMBL1442864,CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,Solubility,30900,nM,4.510041521,Solubility
CHEMBL2335885,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,Solubility,20900,nM,4.679853714,Solubility
CHEMBL382435,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,269200,nM,3.569924944,Solubility
CHEMBL1576727,COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,Solubility,204200,nM,3.689944262,Solubility
CHEMBL2207665,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F,Solubility,81300,nM,4.089909454,Solubility
CHEMBL1533401,OCCN(CCO)S(=O)(=O)c1ccc(cc1)N2CCC(=N2)c3ccc(Cl)cc3,Solubility,2200,nM,5.657577319,Solubility
CHEMBL270995,C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N,Solubility,37200,nM,4.42945706,Solubility
CHEMBL259084,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,Solubility,34700,nM,4.459670525,Solubility
CHEMBL1703687,Fc1ccc(NC(=S)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,Solubility,2500,nM,5.602059991,Solubility
CHEMBL193718,CC(C)Oc1cc(OCCc2ccncc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,1071500,nM,2.970007825,Solubility
CHEMBL300940,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)O,Solubility,186200,nM,3.730020323,Solubility
CHEMBL1727809,O=C(NCCCCc1ccccc1)c2ccccc2,Solubility,52500,nM,4.279840697,Solubility
CHEMBL2346974,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,Solubility,5400,nM,5.26760624,Solubility
CHEMBL1338822,CCOc1ccc(NC(=O)Nc2ccc3snnc3c2)cc1,Solubility,1100,nM,5.958607315,Solubility
CHEMBL179242,O=C1C=C(N=C2N1C=Cc3ccccc23)N4CCOCC4,Solubility,44700,nM,4.349692477,Solubility
CHEMBL1384167,Cc1ccccc1Oc2cc(ncn2)N3N=CC(=C(Cl)C3=O)Cl,Solubility,1000,nM,6,Solubility
CHEMBL207584,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N,Solubility,257000,nM,3.590066877,Solubility
CHEMBL2023495,CCn1cc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,Solubility,17400,nM,4.759450752,Solubility
CHEMBL2336321,CNC(=O)c1cc(ccc1OC)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,Solubility,43700,nM,4.359518563,Solubility
CHEMBL1762549,COCCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,Solubility,302000,nM,3.519993057,Solubility
CHEMBL93,CC(N(O)C(=O)N)c1cc2ccccc2s1,Solubility,436500,nM,3.360015752,Solubility
CHEMBL2178735,Nc1ccc(cn1)C(=O)Nc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,Solubility,500,nM,6.301029996,Solubility
CHEMBL1486359,COC1=C(C(=O)c2ccccc2C1=O)c3ccccc3,Solubility,8100,nM,5.091514981,Solubility
CHEMBL2088413,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,Solubility,16200,nM,4.790484985,Solubility
CHEMBL218468,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,Solubility,871000,nM,3.059981845,Solubility
CHEMBL1089224,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,Solubility,1800,nM,5.744727495,Solubility
CHEMBL264666,C1CCN(CC1)c2ncnc3[nH]cnc23,Solubility,501200,nM,3.299988938,Solubility
CHEMBL3145143,CN1NC(=CC1=O)CSc2ccc(C)cc2,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL205776,CN1CCN(CCCOc2cc(OC3CCOCC3)c4c(Nc5ccc(F)c(Cl)c5)ncnc4c2)CC1,Solubility,38000,nM,4.420216403,Solubility
CHEMBL1429517,COc1ccc(NC(=O)C2=CC=CN(CC=C(C)C)C2=O)cc1,Solubility,7200,nM,5.142667504,Solubility
CHEMBL1809201,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(N)cccn34)N5CCN(CC5)C(=O)C,Solubility,900,nM,6.045757491,Solubility
CHEMBL2135534,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2,Solubility,25100,nM,4.600326279,Solubility
CHEMBL261454,c1ccc(nc1)c2n[nH]cc2c3ccnc4ccccc34,Solubility,26300,nM,4.580044252,Solubility
CHEMBL516615,NC(=O)Nc1sc(cc1C(=O)NCc2ccccc2)c3ccccc3,Solubility,800,nM,6.096910013,Solubility
